label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
mostly-true,There are 4.7 percent of Virginians who are minimum wage earners who are over 25 years of age working full-time and trying to raise a family.,"families,workers",a floor debate.,4,0.7928648,5,true,allow
true,"For the first time in over 40 years, Republicansdont hold a single statewide office in Virginia.","elections,history",a speech,5,0.83278763,5,true,allow
true,Polls show that Americans overwhelmingly support expanding background checks.,guns,"an op-ed in the ""New York Times""",5,0.7266468,4,mostly-true,allow
true,Nearly 20% of our residents are born abroad.,"city-government,diversity,families,immigration,population",a press release,5,0.68193,5,true,allow
mostly-true,A child born in America today will inherit $1.5 million in debt the moment theyre placed in their mothers arms.,"debt,federal-budget",a video,4,0.71185976,5,true,allow
true,Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.,"federal-budget,military",a column.,5,0.7321689,4,mostly-true,allow
true,Georgias share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,"state-budget,state-finances,transportation",in a newspaper article,5,0.73037124,4,mostly-true,allow
half-true,"Americans spend 100-million hours a year filling out these forms (FAFSA). That is the equivalent of 55,500 full-time jobs.",education,"Plymouth, N.H.",3,0.7190567,4,mostly-true,allow
pants-fire,"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.","candidates-biography,military",a candidate forum,0,0.67894393,5,true,allow
true,"If you want to vote in Texas, you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isnt good enough.","elections,states",a speech in Houston,5,0.7844839,5,true,allow
true,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,supreme-court,a speech,5,0.7487594,5,true,allow
half-true,"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.","energy,environment",a speech in the Ohio Senate,3,0.7785027,5,true,allow
barely-true,"In 2004, ""20 percent of U.S. households were getting about 75 percent of their income from the federal government. ... Another 20 percent were receiving almost 40 percent.""","economy,federal-budget,medicare,retirement,social-security,taxes",a speech to the Oklahoma Council of Public Affairs,2,0.7586103,4,mostly-true,allow
mostly-true,We are now eighth in the nation in job creation . . . we are No. 1 in the Midwest.,"economy,job-accomplishments,jobs",a news conference,4,0.65999764,3,half-true,allow
barely-true,"In Europe, church attendance rates (are) in the single digits because churches are supported by taxes.",new-hampshire-2012,"a house party in Henniker, N.H.",2,0.6801115,4,mostly-true,allow
true,I am the only senator who turned down the state pension plan for part-time legislators.,pensions,campaign flier,5,0.81622624,5,true,allow
half-true,Says his budget provides the highest state funding level in history for education.,education,a news conference,3,0.65257376,3,half-true,allow
