label,statement,subject,context,label_encoded,truthfulness_score,predicted_class,predicted_label,gate_decision
half-true,"Says Rick Scott took $200,000 in campaign contributions from a company that profited off pollution.","climate-change,energy,environment,message-machine-2014",TV ad,3,0.49911267,2,barely-true,review
mostly-true,"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.","florida,legal-issues,religion",a speech before conservative activists,4,0.57220525,5,true,review
half-true,"Says Democrats raised taxes over 115 times in the past 10 years, making New Jersey increasingly unaffordable and chasing jobs to neighboring states.","economy,jobs,taxes",a news release,3,0.4944654,3,half-true,review
false,Metro on whether it could use bond money for restoration.,taxes,voters pamphlet,1,0.35555297,1,false,review
barely-true,"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",iraq,"an interview on NBC's ""Meet the Press""",2,0.594447,4,mostly-true,review
half-true,The pope and Donald Trump and Tammy Baldwin all agree on eliminating the carried-interest tax break.,"financial-regulation,income,religion,taxes",an interview,3,0.4872466,1,false,review
barely-true,Agriculture has always required a significant workforce from abroad.,"agriculture,history,immigration,workers",a blog post on RedState.com,2,0.43266967,1,false,review
half-true,"Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980,000 New Hampshire residents.","medicare,new-hampshire-2012",a statement on the state Democratic website.,3,0.35053545,1,false,review
false,Says HJM 20 was the only bill not assigned to a House committee.,government-efficiency,a blog post.,1,0.5869334,5,true,review
mostly-true,"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.","drugs,government-regulation,marijuana,market-regulation,science",a meeting in the legislature about hemp regulations,4,0.490178,1,false,review
barely-true,The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,health-care,"a broadcast of MSNBC's ""PoliticsNation""",2,0.5148267,2,barely-true,review
half-true,"Said the year before he took office, the state lost 119,000 private-sector jobs, labeling them Corzine jobs losses of 2009.",jobs,a keynote speech to a commercial real estate group,3,0.62904793,3,half-true,review
barely-true,Says the state is required pick up 70 percent of the cost of K-12 education.,"education,state-budget",a speech.,2,0.5470762,1,false,review
mostly-true,ColoradoCare would have higher revenues than McDonalds.,"elections,health-care",an analysis report,4,0.5668318,3,half-true,review
half-true,"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.","economy,jobs",a telephone news conference,3,0.62896943,3,half-true,review
barely-true,"The Stupak Amendment doesnt just say you cant use your federal insurance subsidy to pay for an abortion, it says, if youre getting a federal subsidy of any kind, youre not allowed to buy an insurance plan that covers abortion even with your own money.","abortion,health-care,pundits",her show on MSNBC,2,0.5549109,5,true,review
half-true,Senator Obama thinks we can achieve energy independence without more drilling and without more nuclear power.,energy,,3,0.44167966,1,false,review
half-true,"Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.",immigration,a TV ad,3,0.4987103,2,barely-true,review
false,"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",jobs,a Tampa Bay Times/mayoral debate,1,0.64514196,3,half-true,review
mostly-true,Dan Patrick called for increasing the gas tax and the state sales tax.,"state-budget,state-finances,taxes",,4,0.47940516,2,barely-true,review
barely-true,Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.,voting-record,in a television ad,2,0.5990921,4,mostly-true,review
false,"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.","deficit,federal-budget",a press conference,1,0.5179499,1,false,review
barely-true,Bill McCollum said tax cuts don't work.,taxes,a comment on her Facebook page.,2,0.4144174,1,false,review
barely-true,The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,"families,taxes",a news release.,2,0.6150251,4,mostly-true,review
barely-true,Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,"education,state-budget,state-finances,workers",an interview,2,0.44330174,1,false,review
mostly-true,SaysMaggie Hassan was out of state on 30 days over the last three months.,"job-accomplishments,public-service",a press release,4,0.5082462,1,false,review
mostly-true,Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.,"state-budget,state-finances,taxes",a newspaper column,4,0.59666735,4,mostly-true,review
half-true,Says his Texas election fraud investigations have resulted in 50 convictions.,"crime,elections,legal-issues",a press release,3,0.5563947,3,half-true,review
half-true,Federal prosecutions for lying on background checks to buy guns are down 40 percent under President Barack Obama.,"guns,legal-issues",a TV appearance.,3,0.5497192,3,half-true,review
pants-fire,We havent yet taken out a negative ad.,"campaign-finance,elections,abc-news-week",a debate,0,0.6312732,5,true,review
barely-true,"Here in Florida, Ive slashed government by 10 percent. That's $7 billion.",state-budget,radio advertisement for U.S. Senate campaign,2,0.52973163,3,half-true,review
false,"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.","economy,stimulus",a press release.,1,0.6429908,3,half-true,review
false,"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.","bush-administration,federal-budget,income,transportation",an interview,1,0.5049183,3,half-true,review
mostly-true,"New Jerseys governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.","corporations,education,state-budget,state-finances",a Facebook page post,4,0.58936155,3,half-true,review
false,U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,"disability,federal-budget,health-care,housing,veterans",an interview,1,0.40422553,2,barely-true,review
mostly-true,"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",environment,a web post,4,0.62572587,3,half-true,review
true,The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,"state-budget,transportation",a statement from the company,5,0.3989589,1,false,review
mostly-true,The U.S. representatives that voted to keep militarizing the police received 73 percent more campaign money from the defense industry than the representatives who voted to stop it.,"campaign-finance,corrections-and-updates,criminal-justice,federal-budget,military",a meme on social media,4,0.5448971,3,half-true,review
mostly-true,"During the Reagan era, while productivity increased, ""wages for working people remained frozen.""",economy,"his movie ""Capitalism: A Love Story""",4,0.59554285,3,half-true,review
half-true,"When you look at the earned income tax credit, it has about a 25 percent fraud rate. Were looking at $20 billion to $30 billion.","taxes,welfare",a forum at the Freedom Partners 2015 California retreat,3,0.5233291,3,half-true,review
half-true,"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.","economy,jobs,state-budget,state-finances,states,workers",a Republican presidential debate in Tampa,3,0.39517432,1,false,review
true,Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,"agriculture,poverty",a U.S. House committee meeting.,5,0.6241522,4,mostly-true,review
mostly-true,"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.","foreign-policy,terrorism",a news conference,4,0.58194304,4,mostly-true,review
true,"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",federal-budget,an interview on NJToday,5,0.56335706,1,false,review
pants-fire,"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.","congress,crime,ethics",a Facebook meme,0,0.62544227,4,mostly-true,review
barely-true,Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,city-government,a proposed ordinance.,2,0.6355295,4,mostly-true,review
false,There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.,"energy,environment",a press release,1,0.5306734,1,false,review
true,"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.","health-care,taxes",a speech at the City Club of Cleveland,5,0.3593493,1,false,review
barely-true,"Says that President Obama said if Congress passed the economic stimulus bill, we would have unemployment at 8 percent and no higher. And it went higher.","pundits,stimulus,abc-news-week","ABC's ""This Week""",2,0.4735223,3,half-true,review
true,Says Charlie Crist implemented Jeb Bushs A+ Plan.,education,a campaign mailer,5,0.49113524,2,barely-true,review
true,We have 650 people who move to Texas every day.,"corrections-and-updates,economy,population,states","a speech in Georgetown, Texas",5,0.6403302,4,mostly-true,review
mostly-true,I never gave up custody of my children. I never lost custody of my children.,"candidates-biography,corrections-and-updates,families,marriage",a speech,4,0.5827062,5,true,review
true,You can buy lobster with food stamps.,"government-regulation,state-budget",an article,5,0.52636343,5,true,review
mostly-true,I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,"deficit,economy,states","an interview on NBC's ""Meet the Press""",4,0.59493685,3,half-true,review
barely-true,Not one dime gets added to the deficit because of Social Security.,"deficit,disability,retirement,social-security",an interview,2,0.4958958,3,half-true,review
half-true,On toll roads.,"state-budget,transportation",an interview on toll roads as an option for state highways,3,0.37451294,1,false,review
true,"When people enter the service, theres not a mental health evaluation.","health-care,military","comments on ""Fox News Sunday""",5,0.46934497,1,false,review
pants-fire,Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,guns,a meeting,0,0.6138621,4,mostly-true,review
true,"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.","kagan-nomination,supreme-court",a press release,5,0.4010674,2,barely-true,review
half-true,Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,obama-birth-certificate,an interview on NBC's Meet the Press,3,0.5441246,2,barely-true,review
false,"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.","city-government,crime,elections",an interview,1,0.57176,4,mostly-true,review
true,Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,"foreign-policy,public-health",an interview on CNN,5,0.6385598,3,half-true,review
mostly-true,"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.","housing,weather","a segment on MSNBC's ""The Last Word with Lawrence O'Donnell""",4,0.47635865,3,half-true,review
half-true,"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, we were in the middle of the pack.","economy,history,jobs,states","an interview on ABC's ""This Week with George Stephanopoulos""",3,0.6189647,3,half-true,review
mostly-true,"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",federal-budget,"comments on ""Fox News Sunday""",4,0.5800108,1,false,review
false,Ohioans want an end to pay-to-play politics.,"crime,criminal-justice,ethics",an email announcing his gubernatorial campaign kickoff,1,0.51049125,5,true,review
barely-true,Says Mitt Romney belittled middle-class tax cuts as nothing more than little Band-Aids.,taxes,a news release,2,0.46350825,2,barely-true,review
false,A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,"county-budget,county-government",a news release,1,0.56675464,1,false,review
false,"Even among second and third generation Muslims in the United States, theres no real assimilation.","diversity,immigration,religion",an interview with Fox News' Sean Hannity,1,0.36756173,1,false,review
mostly-true,Hackers broke into Virginias prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.,drugs,testimony before Congress.,4,0.61537385,4,mostly-true,review
mostly-true,The (Russian) ruble is already going down.,"economy,foreign-policy","comments on CBS' ""Face the Nation""",4,0.5990148,4,mostly-true,review
mostly-true,"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",health-care,in a campaign ad,4,0.5255832,2,barely-true,review
half-true,"According to independent analysis, unfair trade deals have resulted in the loss of over 64,000 jobs in Wisconsin ... But Ron Johnson favors those deals.","jobs,message-machine,trade",campaign TV and radio ads,3,0.45514864,3,half-true,review
mostly-true,We knew Strom Thurmond had proposed the amendment that blocked Puerto Ricos use of Chapter 9 bankruptcy protection.,"bankruptcy,corrections-and-updates","a broadcast of HBO's ""Last Week Tonight""",4,0.5836651,5,true,review
half-true,"Says they said it was impossible to balance a budget at the same time, with an $11 billion deficit and we did it.","state-budget,state-finances",a speech at the Republican National Convention in Tampa,3,0.5645817,3,half-true,review
half-true,John McCain is right on that one. The line-item veto is the best tool the president has to rein in excessive spending.,federal-budget,an interview on CNBC.,3,0.5149264,1,false,review
mostly-true,Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,economy,a campaign speech,4,0.48033065,1,false,review
barely-true,Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,"health-care,hunger,poverty",a fundraising letter,2,0.5894588,4,mostly-true,review
barely-true,"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.","congress,deficit,economy,federal-budget",a newspaper ad,2,0.44563806,2,barely-true,review
barely-true,Says Patrick Murphy never worked as a CPA and was never a small business owner.,candidates-biography,a TV ad,2,0.43612137,1,false,review
mostly-true,"In 2012, Wall Street gave Scott Brown more campaign contributions than any other candidate -- $5.3 million.","campaign-finance,financial-regulation,message-machine-2014",a radio ad,4,0.50964975,3,half-true,review
pants-fire,Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,"abortion,bipartisanship,candidates-biography,children,china,environment,federal-budget,message-machine-2012",a television ad,0,0.40405628,2,barely-true,review
true,"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",poverty,"a speech in Americus, Ga.",5,0.5902246,3,half-true,review
half-true,"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.","campaign-finance,county-government,crime,criminal-justice,elections",a TV interview,3,0.5301313,5,true,review
true,... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,history,a campaign event in St. Petersburg,5,0.45540923,1,false,review
false,Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,"campaign-finance,legal-issues",a TV interview,1,0.5840433,5,true,review
mostly-true,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""","economy,federal-budget",a Republican retreat in Baltimore,4,0.5488419,3,half-true,review
half-true,"Says Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voters guide.","city-government,message-machine-2012,women",a campaign press release,3,0.46689388,1,false,review
false,"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",religion,"Manchester, N.H.",1,0.43608928,1,false,review
false,Drinking champagne could help prevent Alzheimers and other forms of dementia.,"Alcohol,health-care,medicare",social media and in print,1,0.48274457,1,false,review
false,"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.","economy,stimulus",an interview on the Fox News Channel.,1,0.45889068,2,barely-true,review
mostly-true,"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.","china,message-machine-2012,trade",a television ad,4,0.52014345,3,half-true,review
half-true,The Wisconsin Economic Development Corporation is a proven job creator.,jobs,a press conference,3,0.44375896,1,false,review
true,Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,"crime,criminal-justice,immigration",Univision debate on immigration,5,0.48329216,2,barely-true,review
pants-fire,Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,transportation,an interview televised March 22 on “State of Ohio”,0,0.6084624,4,mostly-true,review
barely-true,The war spending bill actually spends more money on the International Monetary Fund than on the war.,military,a press release on the House GOP's blog.,2,0.61455154,5,true,review
true,Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,"federal-budget,health-care,medicare,retirement","an interview on ""Face the Nation""",5,0.5093017,3,half-true,review
false,Says Hillary Clintons State Department blocked investigation into Orlando killers mosque.,terrorism,an article,1,0.3954119,2,barely-true,review
mostly-true,"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.","afghanistan,foreign-policy","a broadcast of the ""Rachel Maddow Show""",4,0.6182817,5,true,review
barely-true,Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,"energy,campaign-advertising",a TV ad,2,0.61640275,3,half-true,review
false,I never favored cap and trade.,"cap-and-trade,climate-change,environment",a Republican presidential candidate forum,1,0.5316494,5,true,review
pants-fire,"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.","pop-culture,sports",in posts on Facebook,0,0.5479743,4,mostly-true,review
true,Caution: Kissing and cuddling chickens can be hazardous to your health.,"agriculture,animals,food-safety,public-health,urban",radio interview,5,0.42282605,1,false,review
true,The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.,"foreign-policy,military,abc-news-week","an interview on ABC's ""This Week with Christiane Amanpour""",5,0.60666823,3,half-true,review
half-true,"The CBO says if we raise the minimum wage the way Charlie (Crist) wants to do it, it would lose 500,000 jobs.","economy,jobs,workers",a gubernatorial debate,3,0.40344706,1,false,review
mostly-true,"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.","iraq,terrorism",a question to White House Press Secretary Josh Earnest,4,0.47124586,1,false,review
mostly-true,There has never been a panther attack in the history of Florida.,environment,a Florida Fish and Wildlife Conservation Commission meeting,4,0.39176595,1,false,review
false,"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.","elections,ethics",a response to League of Women Voters of Texas.,1,0.43114662,2,barely-true,review
barely-true,Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,"federal-budget,pundits","an interview on ""The Daily Show""",2,0.45914394,1,false,review
mostly-true,More than 10 years of free trade has brought a $2 billion per day trade deficit.,"economy,trade",a news release,4,0.54478705,3,half-true,review
mostly-true,"Says that during his eight years as Florida governor, we created 1.3 million net new jobs -- more jobs created than Texas.","economy,jobs",a speech at Gov. Rick Scott's economic summit in Orlando,4,0.57660174,3,half-true,review
true,"Marco Rubio's ""income skyrocketed while his power increased.""",candidates-biography,a TV advertisement,5,0.60558116,3,half-true,review
half-true,This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,"elections,environment,government-regulation",a guest column,3,0.585988,5,true,review
half-true,Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,"candidates-biography,taxes",campaign mailer,3,0.48192942,5,true,review
barely-true,"In six years, (U.S. Rep. Gary) Peters introduced zero bills that became law.","congress,corrections-and-updates,voting-record",a campaign ad,2,0.40796882,2,barely-true,review
mostly-true,Measures taken by my administration have saved taxpayers $1 billion.,state-budget,a commentary in The Providence Journal,4,0.540061,3,half-true,review
true,"Says his proposed payroll tax cut will mean an extra $1,500 in your pocket compared to if we do nothing.","economy,jobs,taxes",a speech.,5,0.53069425,3,half-true,review
mostly-true,"In last weeks debate, Bernie questioned Hillarys commitment to fighting climate change because a whopping 0.2 percent of the money given to our campaign has come from employees of oil and gas companies. Not even 2 percent, mind you: 0.2 percent.","campaign-finance,energy,environment",a Medium post,4,0.62624145,4,mostly-true,review
half-true,"A few months ago when you were asked whats the biggest geopolitical threat facing America, you said Russia.","corrections-and-updates,debates,foreign-policy",a presidential debate,3,0.5096846,1,false,review
mostly-true,Says his views on reparations for slavery are the same as Barack Obamas and Hillary Clintons.,"diversity,income,poverty","comments on ""Meet the Press.""",4,0.50926065,1,false,review
false,Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,"labor,new-hampshire-2012",a Republican presidential primary debate,1,0.45115355,1,false,review
true,"Says by rejecting an expansion of Medicaid under the new law, Georgia was depriving 25,000 veterans of health care coverage.","health-care,veterans",an interview,5,0.47095114,1,false,review
half-true,"After laying off 30,000 people,Carly Fiorina said that in retrospect, I would have done them all faster.","candidates-biography,corporations,jobs",a website,3,0.4543608,3,half-true,review
barely-true,Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to twist [legislators] arms to vote for deals like this.,"bankruptcy,baseball,economy,history,jobs,message-machine-2014,campaign-advertising,state-budget,state-finances",a radio commercial,2,0.3751174,2,barely-true,review
false,On Donald Trumps track record in business,candidates-biography,"an interview with NBC's ""Meet the Press""",1,0.37673184,1,false,review
mostly-true,"On my first day in office, I ordered a review of every regulation in the pipeline and every contract exceeding $1 million.",state-budget,his State of the State speech.,4,0.6444967,5,true,review
barely-true,Georgia is the Saudi Arabia of pine trees.,energy,political campaign,2,0.41433927,1,false,review
half-true,U.S. Senate candidate Jack Kingston voted for the Cash for Clunkers program.,federal-budget,television ad,3,0.49661756,2,barely-true,review
half-true,"Put simply, less government spending equals more private sector jobs.","economy,federal-budget,jobs,stimulus",a press release.,3,0.55104613,3,half-true,review
barely-true,I turned a $110 million deficit into a $1.6 million surplus for our city.,"candidates-biography,city-budget,city-government,debt,deficit,economy,history,taxes,unions",a fundraising letter,2,0.605189,3,half-true,review
barely-true,"Under the plan, for the first five years your employer not only has to keep the coverage, but you can't migrate to the public plan.",health-care,"an interview on ""Fox and Friends""",2,0.40166578,1,false,review
barely-true,"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.","message-machine-2012,taxes",a video posted on YouTube,2,0.4634744,2,barely-true,review
half-true,"In Hillary Clintons tax returns, you saw a lot of income coming from donors to the Clinton Foundation and people who benefitted from her State Department term as well.","candidates-biography,income","an interview on ""State of the Union""",3,0.48172396,2,barely-true,review
barely-true,Says the NAACPs Ohio chapter has endorsed Issue 2.,"elections,redistricting",a news story,2,0.56803524,5,true,review
half-true,Florida led the nation in job creation while Bush was governor.,"candidates-biography,economy,florida",a campaign video,3,0.6187412,3,half-true,review
true,Says Marco Rubio knows full well I voted for his amendment to increase military spending to $697 billion.,"federal-budget,military,voting-record","a Republican presidential debate in North Charleston, S.C.",5,0.48289582,2,barely-true,review
mostly-true,"Of the 98 top oxycodone-dispensing doctors who used to live in Florida, today, there are none.","criminal-justice,drugs,florida,public-safety",a campaign commercial,4,0.6494444,4,mostly-true,review
barely-true,John McCain has changed position on invading Iraq.,iraq,a television interview,2,0.61788774,5,true,review
false,State employees are actually going to get a pay raise.,state-budget,a news conference,1,0.6325916,5,true,review
half-true,"A Texas law requires every high school to have a voter registrar and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.","education,elections",a civic summit hosted by Austin's KLRU-TV,3,0.539933,5,true,review
mostly-true,Federal spending on entitlements is projected to consume all revenue by 2045.,"federal-budget,health-care,medicaid,medicare,social-security",a letter to Ohio lawmakers,4,0.636297,5,true,review
half-true,Says Rick Perry increased spending in Texas by more than 50 percent.,"state-budget,state-finances",the Blooomberg/Washington Post Republican presidential debate.,3,0.45652017,2,barely-true,review
mostly-true,Says that Donald Trump supported Charlie Crist.,"campaign-finance,candidates-biography",comments at a GOP debate in Cleveland,4,0.50456583,1,false,review
mostly-true,"Dollar General added 2,500 stores and 20,000 jobs during his four-year tenure as CEO.",candidates-biography,a video,4,0.6291398,3,half-true,review
half-true,"Since President Barack Obama took office, 2 million more Americans are out of work.",economy,a press statement,3,0.43782222,3,half-true,review
false,Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,"candidates-biography,china,economy,energy",a news conference.,1,0.37810075,1,false,review
false,"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ongoing, enduring jobs.","energy,jobs","comments on ABC's ""This Week""",1,0.59925175,3,half-true,review
false,Wisconsins new state budget includes a 15 percent increase for road construction and yet weve got local towns tearing up paved roads and replacing them with gravel.,"campaign-finance,state-budget,transportation",a speech,1,0.40154815,1,false,review
half-true,Republicans tried to block the deficit commission.,federal-budget,a segment of CBS' ''Face The Nation.'',3,0.551367,2,barely-true,review
mostly-true,The state is able to sharply curtail contract bargaining rights for state employee unions.,"jobs,labor,state-budget",a luncheon speech at the Milwaukee Press Club,4,0.5462508,1,false,review
mostly-true,"Rick Perry attempted to fast-track unnecessary coal-fired power plants, which degrade air quality and would cost billions. Fortunately, a court stopped him.",environment,an e-mail,4,0.40997073,2,barely-true,review
half-true,"Two years ago Providence alone spent $50,000 a year notifying the school department about residents in the states sex offender registry.","children,crime,criminal-justice",a House Finance Committee hearing,3,0.6390054,4,mostly-true,review
half-true,"Since the passage of Obamas stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking.","jobs,stimulus",a campaign mailer,3,0.4561414,3,half-true,review
barely-true,"Says Vince Polistina is collecting nearly $70,000 in taxpayer-funded salaries -- plus a government pension.","income,pensions",a political mailer,2,0.40340295,2,barely-true,review
false,The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,"abortion,health-care",a news release,1,0.45794356,1,false,review
mostly-true,Gov. Romneys plan would cut taxes for the folks at the very top.,"message-machine-2012,taxes",an advertisement,4,0.50338984,2,barely-true,review
mostly-true,Says Hillary Clinton called the Trans-Pacific Partnership the gold standard. You called it the gold standard of trade deals. You said its the finest deal youve ever seen.,"candidates-biography,economy,foreign-policy,history,trade",a Presidential debate,4,0.61182916,3,half-true,review
mostly-true,Bernie Sanders voted against the Brady Bill -- background checks and waiting periods.,"guns,voting-record",an attack ad.,4,0.57648987,2,barely-true,review
half-true,Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,"debt,economy",a rally.,3,0.443001,3,half-true,review
barely-true,"Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.",environment,an e-mail newsletter and House floor speech.,2,0.5510509,2,barely-true,review
barely-true,Says Catherine Cortez Masto was happy to line her own pockets with taxpayer dollars when state employees were slammed with frozen salaries.,candidates-biography,a blog post,2,0.4022626,2,barely-true,review
mostly-true,Mike Martinez has voted to raise taxes and utility rates while ending free bus service for seniors.,"taxes,transportation,voting-record",a TV ad,4,0.35776567,2,barely-true,review
mostly-true,"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.","message-machine,religion,taxes",a campaign commercial,4,0.47721463,1,false,review
half-true,We know that tax cuts are remarkably un-stimulative when you compare them with different kinds of government spending.,"economy,pundits,stimulus,taxes","the ""Rachel Maddow Show""",3,0.49345657,3,half-true,review
half-true,"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.",economy,"a debate in Nashville, Tenn.",3,0.50554174,5,true,review
half-true,"The Great Wall of China, built 2,000 years ago, is 13,000 miles (long).",history,remarks after the Super Tuesday balloting,3,0.4384876,1,false,review
true,"When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.","energy,environment","a broadcast of MSNBC's ""The Rachel Maddow Show""",5,0.50176805,3,half-true,review
pants-fire,Says Supreme Court candidate JoAnne Kloppenburgs record as a state Justice Department lawyer consists only of the prosecution of cases regarding regulation of docks.,"candidates-biography,environment,legal-issues",statement during a candidate forum,0,0.36678535,1,false,review
true,Says Sen. Mitch McConnell is the No. 1 recipient of contributions from lobbyists this cycle.,"campaign-finance,congress,campaign-advertising",a campaign email to supporters,5,0.62630445,4,mostly-true,review
true,"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",taxes,"Hempstead, N.Y.",5,0.52031714,4,mostly-true,review
false,''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',economy,"Dearborn, Mich.",1,0.6151334,5,true,review
half-true,Says the American public overwhelmingly opposed Democratic-steered health care plan.,health-care,a radio address,3,0.56836057,4,mostly-true,review
mostly-true,"Says Dan Patrick supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.","families,federal-budget,transportation",a TV ad,4,0.5173659,2,barely-true,review
half-true,"Right now, if Rhode Island police come across a young person with a gun, they really dont legally have the right to take it away from them.","crime,criminal-justice,guns,legal-issues",a TV interview,3,0.40864703,1,false,review
